1.137, 3.1415, 1.2134
1.33745, 3.4146486420000004, 1.2167615216666667
1.5451698642, 3.7387145786084695, 1.2299837660179846
1.7645243356408469, 4.114969656311323, 1.2549536899012819
1.9995688677078944, 4.545742810468316, 1.2940978991604308
2.2541862619839366, 5.034288286612569, 1.3504838798936802
2.5321964644468, 5.584675135011075, 1.427953211375336
2.8374443315032276, 6.201684812973667, 1.5312894053915835
3.173868379650272, 6.890702893232642, 1.6664243754312258
3.545551831008509, 7.657588894279796, 1.8406882323503504
3.9567555373356376, 8.508504962694124, 2.063106996073249
4.4119304798714865, 9.449679363212875, 2.3447515507671732
4.915705368205625, 10.487074295599205, 2.69913812682243
5.472842260944983, 11.625919377945294, 3.1426747842236473
6.088149972645014, 12.870062383515384, 3.695138352250599
6.766341213732051, 14.221078187439094, 4.380150029005304
7.511814911102755, 15.677067048773795, 5.22559270266558
8.32834012486986, 17.2310677015625, 6.263875824121198
9.218612882539123, 18.869015375878124, 7.531901060810686
10.183653131873022, 20.567200027738302, 9.070511848104722
11.22200782145955, 22.289241440488937, 10.923123841918624
12.328731183362489, 23.9827174042049, 13.133140957263134
13.49412980544673, 25.575785316951297, 15.739688624299362
14.702295356597187, 26.97444979537078, 18.77119326374984
15.929510800474546, 28.06155172167011, 22.23649138978228
17.142714892594103, 28.69903493100432, 26.113586198338943
18.298346896435124, 28.73542712140758, 30.337017634864633
19.34205491893237, 28.020437256335107, 34.78613863478237
20.20989315267264, 26.427654222157262, 39.278236633833494
20.831669259621105, 23.884058106732358, 43.57181767132036
21.13690814433223, 20.401347970664343, 47.38535052398869
21.06335212696544, 16.099870757245384, 50.43395535744724
20.567003989993434, 11.21352903672759, 52.48022235083358
19.63165649466685, 6.066545438705107, 53.38703671921419
18.275145389070676, 1.0219841414269863, 53.15434576832128
16.549829264306307, -3.5852289608175445, 51.92366563553174
14.536323441793922, -7.508702487653393, 49.945685280167794
12.33182084884919, -10.623711256620208, 47.522311059475996
10.03626763830225, -12.924930569463658, 44.94495239155788
7.74014781752566, -14.496322036968667, 42.449239703766885
5.516500832076227, -15.469751328179145, 40.19522322456718
3.41787561605069, -15.987803405554155, 38.26996164450626
1.4773077138902053, -16.178939886323953, 36.70298609984554
-0.28831704613121056, -16.145720372452523, 35.48522707688333
-1.8740573787633419, -15.962681983123714, 34.58550521888757
-3.282919839199379, -15.67963901680907, 33.96237489927049
-4.522591756960348, -15.327102638185384, 33.57146154862095
-5.603042845082852, -14.921857151063383, 33.36940485448648
-6.534924275680905, -14.471788525029913, 33.315632107822985
-7.328610700615806, -13.979698106759601, 33.372935673061754
-7.993719441230185, -13.446139587018799, 33.507508373145875
